cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,1148,3.7,,LN,1,-1.9
arroz,1975,1257,9.8,9.5,N,0,-0.2
arroz,1976,1035,-12.7,-17.7,LN,0,-1.1
arroz,1977,1270,3.3,22.7,EN,0,1.1
arroz,1978,1307,2.2,2.9,EN,0,1.1
arroz,1979,1117,-16.1,-14.5,N,0,0.2
arroz,1980,1244,-10.4,11.4,EN,0,0.7
arroz,1981,1606,10.9,29.1,N,0,0.2
arroz,1982,1670,10.4,4,N,0,0
arroz,1983,1648,4.4,-1.3,EN,1,2.5
arroz,1984,1449,-12.3,-12.1,LN,0,-1
arroz,1985,1522,-12.3,5,LN,0,-1
arroz,1986,1597,-11.9,4.9,N,0,-0.2
arroz,1987,1963,4,22.9,EN,1,1.5
arroz,1988,2134,8.3,8.7,EN,0,0.9
arroz,1989,2413,17.9,13.1,LN,1,-1.9
arroz,1990,1887,-10.4,-21.8,N,0,0
arroz,1991,2262,5.4,19.9,EN,0,0.5
arroz,1992,2204,1.2,-2.6,EN,1,2.1
arroz,1993,2102,-4.6,-4.6,N,0,0.3
arroz,1994,2239,2.4,6.5,N,0,0.3
arroz,1995,2227,4.2,-0.5,EN,0,1.4
arroz,1996,995,-53.1,-55.3,LN,0,-0.9
arroz,1997,2346,9.9,135.8,N,0,-0.3
arroz,1998,2006,-6.4,-14.5,EN,1,2.3
arroz,1999,2006,-8,0,LN,1,-1.6
arroz,2000,2061,-9.4,2.7,LN,1,-1.6
arroz,2001,1964,-18.3,-4.7,LN,0,-0.7
arroz,2002,2549,0.2,29.8,N,0,-0.3
arroz,2003,2623,-1.5,2.9,EN,0,1.2
arroz,2004,2842,1.2,8.3,N,0,0.3
arroz,2005,3523,18,24,EN,0,0.7
arroz,2006,3137,0.8,-11,LN,0,-0.8
arroz,2007,3153,-0.4,0.5,EN,0,0.9
arroz,2008,3376,5.8,7.1,LN,1,-1.5
arroz,2009,3433,7,1.7,LN,0,-0.8
arroz,2010,3498,10.2,1.9,EN,1,1.6
arroz,2011,2956,-4.5,-15.5,LN,1,-1.6
arroz,2012,2946,-3.2,-0.3,LN,0,-1
arroz,2013,2723,-9.8,-7.6,N,0,-0.4
