data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,316,99,217,0.94,1.02,,,,,,,27.2,19.3,0,14,3
1980-02,179,106,73,0.85,0.91,,,,,,,28,18.9,0,8,5
1980-03,20,118.6,-98.6,-1.57,-1.25,0.5,0.62,,,,,28.8,17.7,0,1,14
1980-04,143,78.4,64.6,1.71,1.81,0.41,0.43,,,,,26.5,18.1,0,6,3
1980-05,44,69.1,-25.1,0.79,0.98,0.07,0.16,,,,,25.5,16.4,0,1,10
1980-06,20,56.2,-36.2,1,1.43,1.87,1.94,0.91,1.08,,,23.5,14.7,0,0,9
1980-07,13,69.9,-56.9,0.46,0.75,0.95,1.34,0.58,0.76,,,24.6,12.5,0,0,12
1980-08,3,85,-82,-0.65,-0.02,0.34,0.81,0.06,0.32,,,25.3,13.6,0,0,18
1980-09,22,84.8,-62.8,0.03,0.63,-0.12,0.55,1.54,2.05,,,26.3,14.9,0,1,18
1980-10,33,124.2,-91.2,-1.11,-0.94,-1.3,-0.59,-0.71,0,,,29,16.5,3,2,17
1980-11,132,96.5,35.5,-0.68,-0.56,-1.13,-0.75,-1.11,-0.57,,,26.8,18.1,0,6,4
1980-12,233,108.2,124.8,0.06,0.06,-0.75,-0.7,-0.84,-0.6,0.16,0.41,27.9,18.8,0,10,5
1981-01,323,108.4,214.6,0.97,1.01,0.35,0.47,-0.09,0.16,0.17,0.43,27.7,18.3,0,13,4
1981-02,48,116.9,-68.9,-0.72,-0.74,0.4,0.48,-0.37,-0.05,-0.36,0.01,28.3,17.6,0,2,8
1981-03,382,95.5,286.5,1.98,2.01,1.45,1.47,0.81,0.95,1.15,1.3,28.2,18.7,0,14,5
1981-04,56,80.3,-24.3,0.06,0.22,1.32,1.41,1.08,1.22,0.81,1.08,25.6,16,0,2,8
1981-05,42,65.5,-23.5,0.74,1.03,1.93,1.89,1.47,1.52,0.81,1.08,24.2,14.4,0,0,8
1981-06,18,54.9,-36.9,0.86,1.4,0.46,0.9,1.47,1.53,0.8,1.08,23.1,12.9,0,0,18
1981-07,2,69.9,-67.9,-1.04,-0.11,0.6,1.09,1.37,1.5,0.76,1.05,23.5,11.2,0,0,23
1981-08,14,86.3,-72.3,0.35,0.49,0.26,0.75,2.02,1.97,0.8,1.06,25.3,12.6,0,0,12
1981-09,0,106.1,-106.1,,-0.6,-1.01,-0.35,-0.28,0.27,0.71,0.94,27.6,13.7,0,0,30
1981-10,316,83.7,232.3,2.33,2.25,2.07,1.97,2.3,2.14,1.76,1.72,25.5,16.8,0,8,3
1981-11,422,88.8,333.2,1.95,2.04,2.43,2.56,2.51,2.51,2.5,2.15,26.4,18.2,0,14,1
1981-12,180,112.2,67.8,-0.54,-0.54,1.83,2.15,1.71,2,2.02,2.02,28.3,17.8,0,7,6
1982-01,350,94.7,255.3,1.11,1.22,1.58,1.68,2.07,2.02,2.37,2.3,26.1,18.4,0,12,2
1982-02,41,117.3,-76.3,-0.87,-0.84,0.21,0.35,1.83,1.74,2.46,2.19,28.9,17.9,0,1,5
1982-03,291,89.1,201.9,1.48,1.62,1.19,1.32,2.53,2.2,2.37,2.1,28.2,18.8,0,10,2
1982-04,128,75.6,52.4,1.49,1.66,1.17,1.32,2.01,1.9,2.65,2.21,25.1,15.9,0,3,8
1982-05,30,63.1,-33.1,0.36,0.75,1.76,1.83,1.21,1.4,2.62,2.19,23.9,14.2,0,0,7
1982-06,0,60.1,-60.1,,-0.22,1.18,1.49,1.37,1.51,2.57,2.16,25.1,12.8,0,0,30
1982-07,4,68.4,-64.4,-0.57,0.19,-0.27,0.26,1.05,1.29,2.58,2.17,24.7,12.6,0,0,11
1982-08,7,77.8,-70.8,-0.15,0.56,-0.99,0.17,1.7,1.84,2.53,2.25,25.7,14.5,0,0,14
1982-09,9,92.3,-83.3,-0.62,0.12,-0.8,0.24,0.55,1.3,2.56,2.23,26.5,13.8,0,0,17
1982-10,43,112.2,-69.2,-0.82,-0.58,-1.27,-0.43,-1.53,-0.31,1.54,1.64,28.9,16.6,0,2,9
1982-11,20,131.4,-111.4,-3.42,-1.93,-2.84,-1.59,-3.14,-1.56,-0.06,0.38,31.3,17.6,1,0,9
1982-12,145,108.1,36.9,-1,-0.86,-2.32,-1.53,-2.58,-1.46,-0.15,0.16,28.7,18.7,0,5,10
1983-01,362,92.2,269.8,1.16,1.3,-0.57,-0.48,-0.93,-0.57,-0.17,0.2,27.4,19.2,0,12,1
1983-02,165,101.5,63.5,0.73,0.83,0.76,0.98,-0.61,-0.26,0.34,0.74,28.3,19,0,5,5
1983-03,199,91.8,107.2,0.87,1.01,1.36,1.49,-0.17,0.15,-0.05,0.49,27.5,18.5,0,8,2
1983-04,81,82,-1,0.65,0.76,1.08,1.28,0.2,0.49,-0.27,0.31,27.1,17,0,2,5
1983-05,31,73.7,-42.7,0.4,0.42,0.9,1.06,1.06,1.29,-0.26,0.28,26.6,16.3,0,1,7
1983-06,3,63.3,-60.3,-0.86,-0.24,0.44,0.59,1.37,1.5,-0.25,0.28,26.2,14.1,0,0,16
1983-07,11,69.4,-58.4,0.29,0.65,0.12,0.15,1.03,1.23,-0.22,0.3,25.7,12.9,0,1,20
1983-08,1,87,-86,-1.17,-0.27,-0.69,-0.16,0.77,1,-0.24,0.2,25.6,11.8,0,0,18
1983-09,58,81,-23,0.97,1.32,0.66,1.06,0.67,1.14,-0.01,0.45,27.2,16.4,0,2,8
1983-10,115,95.5,19.5,0.47,0.69,0.6,1.01,0.52,1.02,0.3,0.74,26.5,17.1,0,5,10
1983-11,240,90.5,149.5,0.54,0.62,0.72,1.02,0.6,0.96,1.09,1.4,27.1,18.3,0,8,1
1983-12,312,103.6,208.4,0.8,0.86,0.76,0.91,0.84,1.13,1.43,1.65,27.9,18.6,0,12,7
1984-01,74,138.3,-64.3,-0.94,-0.97,0.01,0.05,0.17,0.43,0.64,0.93,30.7,17.6,0,1,10
1984-02,56,123.6,-67.6,-0.57,-0.72,-0.6,-0.64,-0.06,0.25,0.25,0.58,30.4,19,0,1,5
