ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,feijao,1500,442,88,40,199,8.3,,N,0,186,39,10
1998,feijao,1500,0,0,0,,,,EN,1,188,81,50
1999,feijao,1200,192,42,46,219,-29.9,,LN,1,189,100,19
2000,feijao,1200,1200,720,540,600,68.8,174.3,LN,1,350,32,3
2001,feijao,225,15,6,5,400,3.7,-33.3,LN,0,128,59,3
2002,feijao,400,400,170,187,425,5.2,6.2,N,0,349,57,10
2003,feijao,245,98,39,57,398,-2.7,-6.4,EN,1,219,43,22
2004,feijao,501,201,61,88,303,-22.4,-23.7,N,0,635,47,25
2005,feijao,600,300,120,204,400,9.3,31.8,EN,0,134,115,38
2006,feijao,805,805,403,705,501,50.3,25.2,LN,0,159,49,25
2007,feijao,600,500,100,170,200,-32.9,-60,EN,0,195,45,34
2008,feijao,550,380,76,144,200,-20.8,0,LN,1,269,43,16
2009,feijao,610,220,78,148,355,69.7,77.3,LN,0,332,55,18
2010,feijao,90,90,6,18,67,-59.5,-81.2,EN,1,95,47,29
2011,feijao,300,300,135,338,450,245.8,200,LN,1,393,44,6
2012,feijao,15,,,,,,,LN,0,156,33,2
2013,feijao,580,280,23,46,82,-10.7,,LN,0,50,104,48
2014,feijao,700,140,22,41,157,27.2,91.3,N,0,180,43,0
2015,feijao,500,150,18,51,120,-31,-23.6,EN,0,203,43,29
2016,feijao,500,250,50,190,200,-22.4,66.7,EN,1,237,67,51
2017,feijao,500,300,105,525,350,1.1,75,LN,0,155,82,56
2018,feijao,700,700,315,369,450,9.1,28.6,LN,0,270,35,13
2019,feijao,700,700,420,630,600,32.1,33.3,EN,0,310,41,45
2020,feijao,80,80,36,119,450,-6.6,-25,N,0,369,52,64
2021,feijao,90,90,18,121,200,-59.6,-55.6,LN,1,150,48,39
2022,feijao,90,90,45,270,500,1.3,150,LN,0,329,48,0
2023,feijao,135,135,54,279,400,-16.1,-20,LN,0,322,25,0
2024,feijao,190,190,95,475,500,12.6,25,EN,1,624,29,47
1997,milho,1500,300,60,12,200,4.9,,N,0,186,39,10
1998,milho,1500,0,0,0,,,,EN,1,188,81,50
1999,milho,1200,120,35,9,292,-20.6,,LN,1,189,100,19
2000,milho,1200,1200,600,180,500,15.3,71.4,LN,1,350,32,3
2001,milho,488,10,5,2,500,2.8,0,LN,0,128,59,3
2002,milho,600,600,360,144,600,13.8,20,N,0,349,57,10
2003,milho,420,189,94,47,497,-10.2,-17.1,EN,1,219,43,22
2004,milho,730,219,87,35,397,-29.8,-20.1,N,0,635,47,25
2005,milho,600,240,144,58,600,8.2,51,EN,0,134,115,38
2006,milho,800,800,560,224,700,31.7,16.7,LN,0,159,49,25
2007,milho,600,300,150,60,500,-0.3,-28.6,EN,0,195,45,34
2008,milho,700,550,220,132,400,-14.4,-20,LN,1,269,43,16
2009,milho,600,270,108,65,400,-6.5,0,LN,0,332,55,18
2010,milho,90,90,4,2,44,-88.2,-88.9,EN,1,95,47,29
2011,milho,300,300,144,86,480,50.3,200,LN,1,393,44,6
2012,milho,2,,,,,,,LN,0,156,33,2
2013,milho,580,280,84,53,300,41.1,,LN,0,50,104,48
2014,milho,700,100,16,11,160,-10.2,-46.7,N,0,180,43,0
2015,milho,800,160,19,12,119,-30.2,-25.8,EN,0,203,43,29
2016,milho,500,250,37,37,148,-41.9,24.6,EN,1,237,67,51
2017,milho,500,250,75,86,300,-16.3,102.7,LN,0,155,82,56
2018,milho,700,700,420,236,600,27,100,LN,0,270,35,13
2019,milho,1300,1100,770,524,700,28.1,16.7,EN,0,310,41,45
2020,milho,900,900,1080,1194,1200,99.6,71.4,N,0,369,52,64
2021,milho,900,900,126,252,140,-77.8,-88.3,LN,1,150,48,39
2022,milho,675,675,473,761,701,10.3,200,LN,0,329,48,0
2023,milho,1015,350,168,286,480,-22,-31.5,LN,0,322,25,0
