ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,235,410,0,1745,66.6,,LN,1,,,
1975,arroz,,315,158,0,502,-57.5,-71.3,LN,0,,,
1976,arroz,,315,158,0,502,-62,0,LN,1,,,
1977,arroz,,62,159,0,2565,75.2,200,EN,0,,,
1978,arroz,,85,85,0,1000,-38.2,-61,EN,0,,,
1979,arroz,,98,220,0,2245,26.2,124.5,N,0,,,
1980,arroz,,100,200,0,2000,3.4,-10.9,EN,0,,,
1981,arroz,,50,125,0,2500,19.9,25,N,0,1578,5,4
1982,arroz,,95,209,0,2200,-0.1,-12,N,0,1517,7,1
1983,arroz,,155,310,0,2000,-15.3,-9.1,EN,1,1469,12,1
1984,arroz,,90,162,0,1800,-33.5,-10,LN,0,1475,8,38
1985,arroz,,680,3604,0,5300,72.4,194.4,LN,0,1533,7,16
1986,arroz,,1800,7200,0,4000,17.1,-24.5,N,0,1372,9,20
1987,arroz,,2200,8800,0,4000,6,0,EN,0,1219,15,10
1988,arroz,2800,2250,9000,1e-04,4000,0.2,0,EN,0,1249,8,12
1989,arroz,859,859,3436,5e-04,4000,3.4,0,LN,1,1604,7,2
1990,arroz,945,945,3780,0.0223,4000,8.6,0,N,0,960,13,14
1991,arroz,940,568,1320,0.0341,2324,-36.2,-41.9,N,0,1590,13,4
1992,arroz,1550,1550,5425,0.9706,3500,-4.1,50.6,EN,1,1047,12,4
1993,arroz,1310,1310,5477,15.5349,4181,8.5,19.5,N,0,1425,8,3
1994,arroz,330,330,990,182,3000,-26.2,-28.2,N,0,1656,12,19
1995,arroz,560,560,2800,706,5000,19.4,66.7,EN,0,1130,8,19
1996,arroz,560,560,2800,462,5000,17,0,LN,0,1401,6,6
1997,arroz,250,250,1000,220,4000,-4.1,-20,N,0,1474,7,2
1998,arroz,15,15,54,14,3600,-10.7,-10,EN,1,1537,14,39
1999,arroz,70,55,198,77,3600,-8.3,0,LN,1,1376,6,10
2000,arroz,50,50,180,52,3600,-5.2,0,LN,1,1287,9,1
2001,arroz,40,40,144,58,3600,-1.8,0,LN,0,1156,6,21
2002,arroz,20,20,72,29,3600,2.3,0,N,0,1207,15,7
2003,arroz,4,4,14,6,3500,4.1,-2.8,EN,0,1405,19,27
1981,cana,,80,4800,0,60000,65.5,,N,0,1578,5,4
1983,cana,,12,852,0,71000,100.6,,EN,1,1469,12,1
1996,cana,60,60,2040,29,34000,0.5,,LN,0,1401,6,6
1997,cana,60,60,2040,29,34000,0.1,0,N,0,1474,7,2
1998,cana,60,60,2040,37,34000,-0.5,0,EN,1,1537,14,39
1999,cana,60,60,2040,23,34000,-1,0,LN,1,1376,6,10
2000,cana,60,60,2040,52,34000,-1.5,0,LN,1,1287,9,1
2001,cana,20,20,700,20,35000,1,2.9,LN,0,1156,6,21
2002,cana,20,20,700,16,35000,0.5,0,N,0,1207,15,7
2003,cana,20,20,700,21,35000,0,0,EN,0,1405,19,27
2004,cana,20,20,700,19,35000,-0.1,0,N,0,1757,9,5
2005,cana,20,20,700,19,35000,-0.1,0,EN,0,1965,6,7
2006,cana,20,20,700,28,35000,-0.1,0,LN,0,1661,12,10
2007,cana,20,20,700,32,35000,0,0,EN,0,1773,7,6
2008,cana,20,20,700,20,35000,0,0,LN,1,2027,8,5
2009,cana,20,20,700,25,35000,0,0,LN,0,2606,6,6
2010,cana,20,20,700,26,35000,0,0,EN,1,1485,8,25
2011,cana,10,10,350,14,35000,0,0,LN,1,1621,14,6
2012,cana,10,10,350,23,35000,0,0,LN,0,1067,9,3
2013,cana,12,12,420,25,35000,0,0,N,0,1587,10,14
2014,cana,13,13,455,27,35000,0.1,0,N,0,940,22,20
2015,cana,12,12,420,25,35000,-0.3,0,EN,0,935,14,28
2016,cana,10,10,350,20,35000,-1.3,0,EN,1,1692,8,19
2017,cana,10,10,350,21,35000,-3,0,N,0,1567,9,20
2018,cana,10,10,450,28,45000,21.4,28.6,LN,0,1678,5,6
2019,cana,10,10,450,28,45000,17.6,0,EN,0,1415,7,31
2020,cana,10,10,450,28,45000,13.3,0,EN,0,1699,7,8
2021,cana,10,10,417,35,41700,0.7,-7.3,LN,0,1418,8,13
2022,cana,10,10,439,40,43900,1.3,5.3,LN,0,2010,6,4
2023,cana,10,10,450,60,45000,-1,2.5,LN,0,1391,9,6
2024,cana,10,10,445,76,44500,-6.9,-1.1,EN,1,1641,7,27
1974,feijao,,60,72,0,1200,199.2,,LN,1,,,
1975,feijao,,339,68,0,201,-57.7,-83.3,LN,0,,,
1976,feijao,,342,69,0,202,-62.8,0.6,LN,1,,,
1977,feijao,,25,15,0,600,-0.6,197.4,EN,0,,,
1978,feijao,,259,108,0,417,-36.8,-30.5,EN,0,,,
1979,feijao,,332,199,0,599,-15.7,43.7,N,0,,,
1980,feijao,,353,209,0,592,-21.8,-1.2,EN,0,,,
1981,feijao,,250,226,0,904,13.4,52.7,N,0,1578,5,4
1982,feijao,,143,143,0,1000,20.2,10.6,N,0,1517,7,1
1983,feijao,,220,206,0,936,8.6,-6.4,EN,1,1469,12,1
1984,feijao,,131,118,0,901,1.5,-3.8,LN,0,1475,8,38
1985,feijao,,350,367,0,1049,15.6,16.4,LN,0,1533,7,16
1986,feijao,,290,274,0,945,2.5,-9.9,N,0,1372,9,20
1987,feijao,,570,533,0,935,0.7,-1,EN,0,1219,15,10
1988,feijao,750,700,705,0,1007,8.7,7.7,EN,0,1249,8,12
1989,feijao,630,630,590,5e-04,937,1.6,-7,LN,1,1604,7,2
1990,feijao,330,330,306,0.0053,927,1.1,-1,N,0,960,13,14
1991,feijao,255,255,229,0.0139,898,-1.7,-3.2,N,0,1590,13,4
1992,feijao,325,325,293,0.1608,902,-1,0.4,EN,1,1047,12,4
1993,feijao,153,153,138,3.1553,902,-0.6,0,N,0,1425,8,3
1994,feijao,255,255,230,184,902,-0.3,0,N,0,1656,12,19
1995,feijao,255,255,230,174,902,0,0,EN,0,1130,8,19
1996,feijao,170,170,153,80,900,-0.1,-0.2,LN,0,1401,6,6
1997,feijao,45,45,41,21,911,1.2,1.2,N,0,1474,7,2
1998,feijao,90,90,81,81,900,-0.2,-1.2,EN,1,1537,14,39
1999,feijao,45,45,41,31,911,0.9,1.2,LN,1,1376,6,10
2000,feijao,50,50,45,35,900,-0.4,-1.2,LN,1,1287,9,1
2001,feijao,80,80,72,86,900,-0.5,0,LN,0,1156,6,21
2002,feijao,80,80,72,79,900,-0.7,0,N,0,1207,15,7
