ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1989,arroz,2925,2925,4388,7e-04,1500,0.3,,LN,1,1700,5,2
1990,arroz,2632,2632,3948,0.0188,1500,-0.6,0,N,0,1218,3,0
1991,arroz,3500,3500,5250,0.1981,1500,-0.8,0,EN,0,1235,6,6
1992,arroz,1380,1380,2070,0.3764,1500,-0.5,0,EN,1,1340,10,4
1993,arroz,1400,1400,2100,12.4015,1500,0.4,0,EN,0,1021,3,0
1994,arroz,2400,2400,3600,504,1500,2,0,N,0,1238,4,2
1995,arroz,2520,2520,3780,491,1500,4.1,0,EN,0,1015,4,3
1996,arroz,1581,1581,2213,310,1400,0,-6.7,LN,0,1346,2,5
1997,arroz,1653,1653,2314,463,1400,3.4,0,N,0,1315,4,0
1998,arroz,1600,1600,1920,422,1200,-7.1,-14.3,EN,1,1232,5,10
1999,arroz,1800,1800,2160,540,1200,-1.7,0,LN,1,1413,3,7
2000,arroz,1800,1800,2160,454,1200,2.9,0,LN,1,1072,6,9
2001,arroz,1440,1440,1728,518,1200,6.3,0,LN,0,1215,3,1
2002,arroz,750,750,600,210,800,-27.3,-33.3,N,0,1318,3,7
2003,arroz,825,825,660,300,800,-27.4,0,EN,1,1836,2,3
2004,arroz,908,908,926,460,1020,-8.2,27.5,N,0,1328,3,6
2005,arroz,1700,1700,2040,755,1200,6.6,17.7,EN,0,1751,2,5
2006,arroz,1500,1500,1800,718,1200,4.7,0,LN,0,1658,4,20
2007,arroz,1000,1000,1200,528,1200,2.5,0,EN,0,1633,8,8
2008,arroz,1000,400,480,266,1200,-0.3,0,LN,1,1706,3,6
2009,arroz,200,200,240,149,1200,-1.5,0,LN,0,1725,5,9
2010,arroz,200,200,240,132,1200,-2.9,0,EN,1,1623,4,10
2011,arroz,200,200,240,120,1200,-9.4,0,LN,1,1525,2,12
2012,arroz,200,200,240,147,1200,-18.2,0,LN,0,1200,3,1
2013,arroz,30,30,36,23,1200,-27.1,0,LN,0,1385,4,10
2014,arroz,30,30,108,72,3600,72.3,200,N,0,1768,2,1
2015,arroz,30,30,36,20,1200,-53,-66.7,EN,0,1327,4,5
2016,arroz,330,330,1122,756,3400,17.3,183.3,EN,1,1764,4,38
2017,arroz,700,700,2590,1425,3700,12.2,8.8,LN,0,1311,5,13
2018,arroz,330,330,1221,672,3700,3.9,0,LN,0,1637,2,6
2019,arroz,1940,1940,7178,3948,3700,0.6,0,EN,0,1816,5,5
2020,arroz,2000,2000,7400,4810,3700,-1.2,0,N,0,1757,3,2
2021,arroz,3000,3000,11100,8714,3700,-1.4,0,LN,1,1459,3,17
2022,arroz,3500,3500,13825,18433,3950,6.5,6.8,LN,0,1547,3,13
2023,arroz,1750,1600,5942,8111,3714,2.9,-6,LN,0,1587,5,13
2024,arroz,300,300,990,1728,3300,-4.5,-11.1,EN,1,1730,8,38
1996,cana,16,16,429,71,26812,-2.1,,LN,0,1346,2,5
1997,cana,18,18,468,83,26000,3.9,-3,N,0,1315,4,0
1998,cana,20,20,500,100,25000,1.6,-3.8,EN,1,1232,5,10
1999,cana,20,20,500,100,25000,-4.3,0,LN,1,1413,3,7
2004,cana,1,1,65,3,65000,0.2,,N,0,1328,3,6
2005,cana,10,10,631,28,63100,-0.1,-2.9,EN,0,1751,2,5
2006,cana,10,10,618,36,61800,0.9,-2.1,LN,0,1658,4,20
