ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,6633,21852,0,3294,4.3,,LN,1,,,
1975,arroz,,7536,25886,0,3435,4.2,4.3,LN,0,,,
1976,arroz,,8173,27414,0,3354,-2.2,-2.4,LN,1,,,
1977,arroz,,8710,30485,0,3500,-1.8,4.3,EN,0,,,
1978,arroz,,8273,29156,0,3524,-4.7,0.7,EN,0,,,
1979,arroz,,6595,18682,0,2833,-26,-19.6,N,0,,,
1980,arroz,,7500,29600,0,3947,-0.2,39.3,EN,0,,,
1981,arroz,,8000,33600,0,4200,2.8,6.4,N,0,753,12,3
1982,arroz,,8000,38400,0,4800,13.9,14.3,N,0,621,18,5
1983,arroz,,8075,23014,0,2850,-34.3,-40.6,EN,1,1071,13,8
1984,arroz,,8680,38985,0,4491,0.5,57.6,LN,0,746,9,16
1985,arroz,,9330,38190,0,4093,-11.2,-8.9,LN,0,590,13,5
1986,arroz,,7006,17509,0,2499,-47.1,-38.9,N,0,555,18,13
1987,arroz,,11006,50012,1e-04,4544,-5.6,81.8,EN,0,946,8,13
1988,arroz,11004,11004,60506,0.001,5499,12.7,21,EN,0,673,12,18
1989,arroz,11005,11005,60064,0.0097,5458,10.7,-0.7,LN,1,665,9,11
1990,arroz,11005,11005,50606,0.2236,4598,-7.7,-15.7,N,0,760,13,13
1991,arroz,11005,11005,57203,1.752,5198,3.7,13,N,0,708,8,17
1992,arroz,11005,11005,53356,9.8156,4848,-3.6,-6.7,EN,1,760,12,11
1993,arroz,11005,11005,60510,180.4298,5498,8.7,13.4,N,0,774,10,7
1994,arroz,11005,11005,44009,9000,3999,-21.3,-27.3,N,0,960,13,8
1995,arroz,11105,11105,58839,10871,5298,4.2,32.5,EN,0,880,12,15
1996,arroz,11105,10805,51525,10849,4769,-6.7,-10,LN,0,693,30,23
1997,arroz,11105,11105,55514,13879,4999,-3.3,4.8,N,0,674,12,12
1998,arroz,7825,7825,30502,10188,3898,-25.6,-22,EN,1,1491,13,6
1999,arroz,12005,12005,72030,20204,6000,12.7,53.9,LN,1,595,13,17
2000,arroz,12005,12005,72514,17925,6040,10.8,0.7,LN,1,864,16,15
2001,arroz,16505,16125,80618,24992,5000,-10.9,-17.2,LN,0,968,9,20
2002,arroz,17000,17000,101402,38938,5965,3.2,19.3,N,0,712,7,20
2003,arroz,16700,16700,79360,50433,4752,-20.1,-20.3,EN,0,1159,16,13
2004,arroz,17250,17163,100443,61700,5852,-4.5,23.2,N,0,860,16,7
2005,arroz,16930,15066,95639,15494,6348,0.2,8.5,EN,0,518,13,20
2006,arroz,16850,16850,110250,39029,6543,0.5,3.1,LN,0,716,9,23
2007,arroz,17300,17300,117640,47879,6800,2.2,3.9,EN,0,803,12,18
2008,arroz,17300,17300,117640,64561,6800,-0.1,0,LN,1,662,11,6
2009,arroz,17450,17450,123895,65664,7100,2.5,4.4,LN,0,869,13,8
2010,arroz,16400,11000,55000,29150,5000,-28.4,-29.6,EN,1,1382,11,14
2011,arroz,17450,17450,135238,49787,7750,10.5,55,LN,1,648,11,8
2012,arroz,16099,15134,105938,59919,7000,-0.6,-9.7,LN,0,473,14,35
2013,arroz,16600,16100,114069,75171,7085,-0.2,1.2,N,0,927,11,13
2014,arroz,17245,17245,116818,79553,6774,-5.3,-4.4,N,0,960,12,29
2015,arroz,16938,16435,114996,81015,6997,-2.7,3.3,EN,0,1115,11,12
2016,arroz,16035,16035,100219,79474,6250,-13.5,-10.7,EN,1,1396,11,7
2017,arroz,16426,16426,114982,89996,7000,-3.4,12,N,0,1363,7,4
2018,arroz,16280,16280,125356,87823,7700,6.1,10,LN,0,866,10,8
2019,arroz,16070,15170,91020,78277,6000,-17.4,-22.1,EN,0,960,11,18
2020,arroz,15430,15430,121126,130525,7850,8.2,30.8,EN,0,869,18,26
2021,arroz,15450,15450,123600,180424,8000,10.4,1.9,LN,0,660,19,10
2022,arroz,14700,14680,106430,148478,7250,0.3,-9.4,LN,0,588,14,31
2023,arroz,13600,13600,97920,161078,7200,0,-0.7,LN,0,447,11,35
2024,arroz,13150,10150,68513,137060,6750,-5.8,-6.2,EN,1,1012,8,14
1974,cana,,60,600,0,10000,-3,,LN,1,,,
1975,cana,,80,800,0,10000,1.9,0,LN,0,,,
1976,cana,,80,800,0,10000,5,0,LN,1,,,
1977,cana,,80,800,0,10000,5.9,0,EN,0,,,
1978,cana,,80,800,0,10000,4.2,0,EN,0,,,
1979,cana,,100,1000,0,10000,0.3,0,N,0,,,
1980,cana,,100,1000,0,10000,-4.9,0,EN,0,,,
1981,cana,,100,1000,0,10000,-11.4,0,N,0,753,12,3
1982,cana,,100,1000,0,10000,-18.6,0,N,0,621,18,5
1983,cana,,100,1200,0,12000,-10.6,20,EN,1,1071,13,8
1984,cana,,80,1406,0,17575,18.1,46.5,LN,0,746,9,16
1985,cana,,100,1800,0,18000,8,2.4,LN,0,590,13,5
1986,cana,,100,1000,0,10000,-45.9,-44.4,N,0,555,18,13
1987,cana,,100,1250,0,12500,-38.2,25,EN,0,946,8,13
1988,cana,180,180,4950,0,27500,24.4,120,EN,0,673,12,18
