ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,2000,2400,0,1200,2.2,,LN,1,,,
1975,arroz,,2400,2300,0,958,-13.6,-20.1,N,0,,,
1976,arroz,,7221,10662,0,1477,38.7,54.1,LN,0,,,
1977,arroz,,3763,2767,0,735,-29.4,-50.2,EN,0,,,
1978,arroz,,2966,2462,0,830,-20,12.9,EN,0,,,
1979,arroz,,3280,3920,0,1195,13.2,44,N,0,,,
1980,arroz,,3611,7019,0,1944,77.5,62.6,EN,0,,,
1981,arroz,,3811,3613,0,948,-17.9,-51.2,N,0,933,10,18
1982,arroz,,4000,3600,0,900,-27.3,-5.1,N,0,1312,8,0
1983,arroz,,4173,9961,0,2387,77.8,165.2,EN,1,1509,8,0
1984,arroz,,4000,2400,0,600,-59.8,-74.9,LN,0,1021,8,17
1985,arroz,,3500,6300,0,1800,7.5,200,LN,0,941,20,20
1986,arroz,,3000,5400,0,1800,-1.2,0,N,0,744,10,27
1987,arroz,,4000,7200,0,1800,-7.5,0,EN,1,1114,14,29
1988,arroz,3000,3000,7200,1e-04,2400,16.6,33.3,EN,0,1081,12,18
1989,arroz,3000,3000,6900,7e-04,2300,8,-4.2,LN,1,1277,8,14
1990,arroz,1350,1350,970,0.0035,719,-67,-68.8,N,0,1039,10,15
1991,arroz,1600,1600,3293,0.1988,2058,-7.1,186.4,EN,0,1095,15,19
1992,arroz,1600,1600,3000,0.2909,1875,-16.2,-8.9,EN,1,1029,12,11
1993,arroz,800,800,1920,4.8804,2400,7.3,28,EN,0,1013,9,7
1994,arroz,400,400,840,96,2100,-4.5,-12.5,N,0,922,9,27
1995,arroz,300,300,720,94,2400,12.3,14.3,EN,0,1183,13,30
1996,arroz,200,200,480,104,2400,15,0,LN,0,932,8,21
1997,arroz,200,200,420,84,2100,3.1,-12.5,N,0,1065,13,9
1998,arroz,200,200,300,69,1500,-24.5,-28.6,EN,1,1083,8,51
1999,arroz,300,300,475,143,1583,-18.7,5.6,LN,1,1450,11,27
2000,arroz,250,250,460,120,1840,-3.6,16.2,LN,1,1047,11,26
2001,arroz,300,300,700,241,2333,24.2,26.8,LN,0,815,20,46
2002,arroz,400,400,840,306,2100,13.4,-10,N,0,1067,8,26
2003,arroz,480,480,720,389,1500,-18.5,-28.6,EN,1,944,11,55
2004,arroz,480,480,1200,780,2500,33.7,66.7,N,0,727,12,26
2005,arroz,480,480,864,341,1800,-6.2,-28,EN,0,755,19,33
2006,arroz,200,200,300,150,1500,-23.9,-16.7,LN,0,986,16,31
