ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1977,arroz,,1000,1800,0,1800,,,EN,0,,,
1978,arroz,,200,75,0,375,,-79.2,EN,0,,,
1989,arroz,170,170,376,0,2212,,,LN,1,1036,11,11
1992,arroz,174,140,346,0.0374,2471,,,EN,1,777,14,9
1993,arroz,150,150,323,0.6331,2153,,-12.9,N,0,856,8,13
1994,arroz,130,130,297,53,2285,,6.1,N,0,798,8,17
1995,arroz,130,113,266,44,2354,,3,EN,0,924,8,13
1996,arroz,85,85,226,41,2659,,13,LN,0,1039,10,11
1997,arroz,85,85,223,45,2624,,-1.3,N,0,1143,8,5
1998,arroz,65,65,117,27,1800,,-31.4,EN,1,1230,7,41
1999,arroz,65,65,162,40,2492,,38.5,LN,1,841,11,18
2000,arroz,20,20,51,10,2550,,2.3,LN,1,640,10,24
1977,cana,,100,4000,0,40000,6.9,,EN,0,,,
1978,cana,,90,3600,0,40000,-6.8,0,EN,0,,,
2007,cana,600,600,72000,2592,120000,-0.3,,EN,0,1090,10,23
2008,cana,858,858,94380,2643,110000,0,-8.3,LN,1,920,10,18
2009,cana,1650,1650,140250,4516,85000,-15.9,-22.7,LN,0,779,9,42
2010,cana,2028,2028,193350,7540,95340,2.2,12.2,EN,1,1160,11,31
2011,cana,2718,2718,246470,14157,90681,3.9,-4.9,LN,1,1016,7,9
2012,cana,3308,3308,264255,13873,79884,-3.3,-11.9,LN,0,884,10,26
2013,cana,4759,4759,369608,18717,77665,-6.7,-2.8,N,0,1013,9,51
2014,cana,4525,4525,385070,17128,85098,-1,9.6,N,0,815,11,31
2015,cana,5270,5270,504587,33807,95747,5.5,12.5,EN,0,1000,12,28
2016,cana,5627,5627,534843,37974,95049,0.7,-0.7,EN,1,1222,11,30
2017,cana,6109,6109,579372,38818,94839,2.2,-0.2,N,0,819,8,30
2018,cana,6109,6109,518346,36284,84850,-2.1,-10.5,LN,0,1358,10,27
2019,cana,6109,6109,484619,38939,79329,-0.3,-6.5,EN,0,1158,10,34
2020,cana,5702,5702,426863,44180,74862,0.7,-5.6,EN,0,797,8,53
2021,cana,6744,6744,404846,45695,60031,-15.6,-19.8,LN,0,812,10,37
2022,cana,6100,6100,413259,56282,67747,-5.1,12.9,LN,0,684,14,50
2023,cana,6826,6826,546486,67425,80059,7.6,18.2,LN,0,795,9,13
2024,cana,6967,6967,550477,82737,79012,-1.4,-1.3,EN,1,650,7,84
1977,feijao,,410,312,0,761,19.1,,EN,0,,,
1978,feijao,,1372,708,0,516,-22.1,-32.2,EN,0,,,
1989,feijao,3000,3000,2160,0.0012,720,2.8,,LN,1,1036,11,11
1990,feijao,2545,2253,1081,0.0126,480,-21.3,-33.4,N,0,749,11,8
1991,feijao,2545,2327,1978,0.1108,850,64.6,77.2,N,0,845,8,10
1992,feijao,1700,1520,608,0.4379,400,-10.8,-52.9,EN,1,777,14,9
1993,feijao,1800,1720,798,11.9098,464,14,16,N,0,856,8,13
1994,feijao,1400,560,168,69,300,-22.3,-35.3,N,0,798,8,17
1995,feijao,840,740,259,90,350,-10.2,16.7,EN,0,924,8,13
1996,feijao,300,150,48,32,320,-30.4,-8.6,LN,0,1039,10,11
1997,feijao,500,500,350,134,700,36,118.8,N,0,1143,8,5
1998,feijao,300,300,225,218,750,31.3,7.1,EN,1,1230,7,41
1999,feijao,780,780,390,253,500,-15.3,-33.3,LN,1,841,11,18
2000,feijao,200,120,48,36,400,-34.3,-20,LN,1,640,10,24
2001,feijao,200,185,148,111,800,26.8,100,LN,0,1121,8,14
2002,feijao,200,200,100,117,500,-29.6,-37.5,N,0,912,14,19
2003,feijao,30,30,28,26,933,19.8,86.7,EN,0,935,9,36
2004,feijao,120,120,108,90,900,13.5,-3.6,N,0,585,12,28
2005,feijao,50,50,45,52,900,13.1,0,EN,0,777,9,31
2006,feijao,44,40,24,19,600,-21.7,-33.3,LN,0,892,8,20
2007,feijao,30,30,20,22,667,-10.4,11.1,EN,0,1090,10,23
2009,feijao,69,69,45,63,652,-8.2,,LN,0,779,9,42
2010,feijao,10,10,9,9,900,23.4,38,EN,1,1160,11,31
2011,feijao,10,10,6,9,600,-21.5,-33.3,LN,1,1016,7,9
2012,feijao,10,10,9,15,900,10.5,50,LN,0,884,10,26
2013,feijao,7,7,6,18,857,-2.6,-4.8,N,0,1013,9,51
1977,milho,,2500,3750,0,1500,7.4,,EN,0,,,
1978,milho,,700,945,0,1350,-10.7,-10,EN,0,,,
1989,milho,600,600,2100,1e-04,3500,53.8,,LN,1,1036,11,11
1990,milho,600,600,1200,0.0024,2000,-14.9,-42.9,N,0,749,11,8
1991,milho,700,630,1134,0.0376,1800,-24.3,-10,N,0,845,8,10
1992,milho,725,675,1543,0.1475,2286,-1.6,27,EN,1,777,14,9
1993,milho,1350,1280,3461,5.0255,2704,18.8,18.3,N,0,856,8,13
1994,milho,1450,1050,2940,253,2800,24.6,3.6,N,0,798,8,17
1995,milho,1400,1340,2472,191,1845,-18,-34.1,EN,0,924,8,13
1996,milho,2300,2300,3982,433,1731,-23.9,-6.2,LN,0,1039,10,11
1997,milho,3200,3200,7450,678,2328,0.8,34.5,N,0,1143,8,5
1998,milho,2930,2930,9155,1026,3125,32.4,34.2,EN,1,1230,7,41
1999,milho,3300,3300,8100,945,2455,1.3,-21.4,LN,1,841,11,18
2000,milho,3830,2040,3851,685,1888,-25.3,-23.1,LN,1,640,10,24
2001,milho,4100,4050,11795,1370,2912,10.1,54.3,LN,0,1121,8,14
2002,milho,4010,3960,8864,2181,2238,-18.8,-23.1,N,0,912,14,19
2003,milho,3979,3979,14659,3433,3684,28.6,64.6,EN,0,935,9,36
2004,milho,3500,3500,10500,2200,3000,2,-18.6,N,0,585,12,28
2005,milho,3500,3500,8750,1838,2500,-17.2,-16.7,EN,0,777,9,31
2006,milho,2775,2775,8880,1314,3200,3.5,28,LN,0,892,8,20
2007,milho,2700,2700,10530,2333,3900,23.7,21.9,EN,0,1090,10,23
2008,milho,3310,3310,9930,2396,3000,-7.9,-23.1,LN,1,920,10,18
2009,milho,3200,2920,4094,884,1402,-59.4,-53.3,LN,0,779,9,42
2010,milho,3000,3000,10800,2268,3600,-1.4,156.8,EN,1,1160,11,31
2011,milho,3520,3520,11980,4186,3403,-12,-5.5,LN,1,1016,7,9
2012,milho,3500,3500,16800,5880,4800,16.6,41,LN,0,884,10,26
2013,milho,4000,4000,18000,4140,4500,4.8,-6.2,N,0,1013,9,51
2014,milho,4000,4000,18000,4482,4500,2.3,0,N,0,815,11,31
2015,milho,4000,4000,19200,6134,4800,7.4,6.7,EN,0,1000,12,28
2016,milho,4300,4300,13158,7074,3060,-31.6,-36.3,EN,1,1222,11,30
2017,milho,7000,7000,36400,13341,5200,17,69.9,N,0,819,8,30
2018,milho,7000,7000,27720,13306,3960,-9.9,-23.8,LN,0,1358,10,27
2019,milho,7000,7000,25200,10206,3600,-16.8,-9.1,EN,0,1158,10,34
2020,milho,7200,7200,29376,20074,4080,-3.3,13.3,EN,0,797,8,53
2021,milho,8080,7290,8748,12634,1200,-70.6,-70.6,LN,0,812,10,37
2022,milho,8109,8109,42338,52848,5221,33.9,200,LN,0,684,14,50
2023,milho,8106,8106,36002,22789,4441,20.1,-14.9,LN,0,795,9,13
2024,milho,7006,7006,17678,12224,2523,-27.2,-43.2,EN,1,650,7,84
1977,soja,,3000,4500,0,1500,28.1,,EN,0,,,
1978,soja,,1000,900,0,900,-31.5,-40,EN,0,,,
1989,soja,2000,2000,5400,5e-04,2700,18.1,,LN,1,1036,11,11
1990,soja,1780,1780,4806,0.0122,2700,15.1,0,N,0,749,11,8
