ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1986,feijao,,550,331,0,602,26.6,,N,0,553,15,2
1987,feijao,,4050,161,0,40,-90.5,-93.4,EN,0,291,27,24
1988,feijao,500,500,112,0,224,-38.5,200,EN,0,307,29,33
1989,feijao,50,50,18,0,360,14,60.7,LN,1,428,28,6
1990,feijao,60,60,22,4e-04,367,33.8,1.9,N,0,659,24,4
1991,feijao,40,40,14,8e-04,350,46,-4.5,N,0,325,21,8
1992,feijao,240,240,144,0.0831,600,182.5,71.4,EN,1,709,34,5
1993,feijao,300,300,49,0.7247,163,-15.4,-72.8,N,0,294,28,12
1994,feijao,150,150,5,3,33,-80.4,-79.6,N,0,296,35,23
1995,feijao,800,800,61,31,76,-50,128.7,EN,0,166,30,35
1996,feijao,620,620,104,52,168,6.3,120,LN,0,184,40,35
1997,feijao,1100,1100,516,258,469,165.9,179.7,N,0,640,28,4
1998,feijao,1120,480,5,3,10,-95,-97.8,EN,1,338,22,49
1999,feijao,425,425,77,53,181,-32.8,200,LN,1,202,20,20
2000,feijao,1050,1050,486,243,463,36.9,155.5,LN,1,430,11,3
2001,feijao,914,914,431,235,472,19.9,1.9,LN,0,399,32,10
2002,feijao,950,910,219,219,241,-47,-49,N,0,579,34,14
2003,feijao,1650,1000,540,540,540,7.2,124.4,EN,0,122,53,28
2004,feijao,2050,650,468,515,720,31.7,33.3,N,0,581,21,10
2005,feijao,800,720,426,511,592,1.5,-17.8,EN,0,290,25,18
2006,feijao,140,70,17,17,243,-59.4,-59,LN,0,273,44,36
2007,feijao,134,134,88,97,657,9.3,170.4,EN,0,583,19,33
2008,feijao,135,135,85,92,630,4,-4.1,LN,1,195,55,22
2009,feijao,150,150,105,116,700,14.9,11.2,LN,0,207,39,43
2010,feijao,50,50,23,39,460,-24.7,-34.3,EN,1,359,40,33
2011,feijao,160,160,10,10,62,-90,-86.4,LN,1,441,20,18
2012,feijao,410,410,270,544,659,2.1,200,LN,0,181,28,21
2013,feijao,80,80,48,86,600,-7,-8.9,N,0,195,41,39
2014,feijao,240,240,141,169,588,-4.3,-2.1,N,0,249,34,14
2015,feijao,616,616,464,982,753,31,28.2,EN,0,234,31,18
2016,feijao,616,616,464,3016,753,42.3,0,EN,1,273,69,65
2017,feijao,100,80,28,74,350,-26.2,-53.5,N,0,121,59,80
2018,feijao,160,160,52,156,325,-24.4,-7.1,LN,0,326,12,29
2019,feijao,200,200,36,104,180,-54.5,-44.6,EN,0,353,25,61
2020,feijao,160,160,52,218,325,-10.7,80.6,EN,0,401,31,79
2021,feijao,160,135,42,202,311,-7.8,-4.3,LN,0,249,38,37
2022,feijao,160,160,44,198,275,-12.6,-11.6,LN,0,531,11,14
2023,feijao,160,160,62,292,388,29.3,40.9,LN,0,377,24,35
2024,feijao,210,170,55,218,324,11.3,-16.5,EN,1,360,20,71
1986,milho,,200,133,0,665,-4.9,,N,0,553,15,2
1987,milho,,4275,222,0,52,-90.9,-92.2,EN,0,291,27,24
1988,milho,200,200,100,0,500,8.2,200,EN,0,307,29,33
1989,milho,100,100,42,0,420,14.6,-16,LN,1,428,28,6
1990,milho,95,95,17,1e-04,179,-37.6,-57.4,N,0,659,24,4
1991,milho,30,30,11,2e-04,367,64.3,104.9,N,0,325,21,8
1992,milho,80,80,67,0.0138,838,378.7,128.4,EN,1,709,34,5
1993,milho,130,130,4,0.0182,31,-78.2,-96.3,N,0,294,28,12
1994,milho,80,80,7,1,88,-29.1,184.4,N,0,296,35,23
1995,milho,800,800,148,19,185,41.2,111.4,EN,0,166,30,35
1997,milho,1120,1120,911,118,813,274.5,,N,0,640,28,4
1998,milho,380,0,0,0,,,,EN,1,338,22,49
1999,milho,320,320,19,3,59,-82.2,,LN,1,202,20,20
2000,milho,1100,1100,602,120,547,35.4,200,LN,1,430,11,3
2001,milho,800,800,421,92,526,10.5,-3.8,LN,0,399,32,10
2002,milho,1100,828,216,54,261,-51.6,-50.4,N,0,579,34,14
2003,milho,950,150,78,23,520,-13.4,99.3,EN,0,122,53,28
2004,milho,620,350,294,118,840,28,61.5,N,0,581,21,10
2005,milho,640,600,427,192,712,0.6,-15.3,EN,0,290,25,18
2006,milho,140,70,21,14,300,-59.6,-57.8,LN,0,273,44,36
2007,milho,190,190,155,62,816,6.1,171.9,EN,0,583,19,33
2008,milho,180,180,140,64,778,-1.2,-4.7,LN,1,195,55,22
2009,milho,150,150,108,43,720,-10,-7.4,LN,0,207,39,43
2010,milho,40,,,0,,,,EN,1,359,40,33
2011,milho,360,360,288,109,800,0.3,,LN,1,441,20,18
2012,milho,400,400,288,137,720,-7,-10,LN,0,181,28,21
2013,milho,100,100,84,34,840,13.7,16.7,N,0,195,41,39
2014,milho,500,500,372,212,744,10.7,-11.4,N,0,249,34,14
2015,milho,516,516,310,183,601,0.5,-19.3,EN,0,234,31,18
2016,milho,516,516,310,234,601,13.7,0,EN,1,273,69,65
2017,milho,100,33,10,12,303,-33,-49.6,N,0,121,59,80
2018,milho,125,125,30,18,240,-39.1,-20.8,LN,0,326,12,29
2019,milho,160,160,38,25,238,-32.3,-1,EN,0,353,25,61
2020,milho,125,125,30,24,240,-23.9,1.1,EN,0,401,31,79
2021,milho,130,130,43,39,331,13.3,37.8,LN,0,249,38,37
2022,milho,125,125,30,36,240,-13.6,-27.4,LN,0,531,11,14
2023,milho,125,125,45,57,360,29.7,50,LN,0,377,24,35
2024,milho,230,190,57,67,300,3.8,-16.7,EN,1,360,20,71
