ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,720,1080,0,1500,3.2,,LN,1,,,
1975,arroz,,980,1058,0,1080,-25.2,-28,N,0,,,
1976,arroz,,2810,4721,0,1680,16.3,55.6,LN,0,,,
1977,arroz,,2810,4721,0,1680,15.8,0,EN,0,,,
1978,arroz,,2276,2840,0,1248,-15,-25.7,EN,0,,,
1979,arroz,,2700,3240,0,1200,-19.8,-3.8,N,0,,,
1980,arroz,,2500,5880,0,2352,53.2,96,EN,0,,,
1981,arroz,,1500,3525,0,2350,47.6,-0.1,N,0,771,10,5
1982,arroz,,600,750,0,1250,-23.9,-46.8,N,0,1161,10,0
1983,arroz,,800,1040,0,1300,-24,4,EN,1,1394,12,0
1984,arroz,,350,157,0,449,-75.2,-65.5,LN,0,878,9,5
1985,arroz,,710,2021,0,2846,47.7,200,LN,0,811,12,7
1986,arroz,,312,1497,0,4798,129.5,68.6,N,0,727,19,38
1987,arroz,,1135,2361,0,2080,-13.3,-56.6,EN,1,920,12,13
1988,arroz,1050,700,2083,0,2976,9.1,43.1,EN,0,722,9,20
1989,arroz,870,870,2544,1e-04,2924,-2.9,-1.7,LN,1,903,11,13
1990,arroz,600,600,1587,0.0308,2645,-20.3,-9.5,N,0,805,13,17
1991,arroz,600,500,1914,0.0477,3828,8.2,44.7,EN,0,728,15,22
1992,arroz,400,400,1880,0.3863,4700,28.1,22.8,EN,1,971,14,14
1993,arroz,300,300,940,3.5764,3133,-16.3,-33.3,EN,0,797,8,14
1994,arroz,260,230,1015,233,4413,20.2,40.8,N,0,808,12,8
1995,arroz,260,260,872,137,3354,-4,-24,EN,0,1179,10,18
1996,arroz,260,260,919,159,3535,5.6,5.4,LN,0,1047,11,8
1997,arroz,110,110,315,65,2864,-9,-19,N,0,1358,10,3
1998,arroz,110,110,297,90,2700,-8.7,-5.7,EN,1,1055,10,31
1999,arroz,110,110,356,107,3236,10.7,19.9,LN,1,845,9,15
2000,arroz,110,110,236,58,2145,-26.8,-33.7,LN,1,807,11,18
2001,arroz,120,120,420,110,3500,16.3,63.1,LN,0,1218,7,11
2002,arroz,110,110,320,86,2909,-10,-16.9,N,0,735,15,21
2003,arroz,110,110,358,198,3255,-6.9,11.9,EN,1,1138,10,28
2004,arroz,90,90,354,162,3933,5.6,20.9,N,0,869,14,16
2005,arroz,110,50,250,60,5000,25.7,27.1,EN,0,922,16,28
