ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,arroz,355,355,119,31,335,-6.5,,N,0,635,10,71
1998,arroz,355,355,127,44,358,-18.1,6.7,EN,1,557,22,93
1999,arroz,355,355,190,55,535,3.8,49.6,LN,1,607,19,63
2000,arroz,497,497,676,172,1360,130.2,154.1,LN,1,850,24,53
2001,arroz,402,402,60,17,149,-77.6,-89,LN,0,594,13,65
2002,arroz,447,447,34,11,76,-89.7,-49,N,0,831,18,81
2003,arroz,447,447,470,206,1051,33.9,200,EN,0,734,21,91
2004,arroz,492,246,324,208,1317,55.8,25.3,N,0,1016,20,86
2005,arroz,492,492,295,149,600,-33,-54.5,EN,0,596,19,87
2006,arroz,108,108,130,35,1204,40.4,100.8,LN,0,725,27,89
2007,arroz,541,325,65,32,200,-75.4,-83.4,EN,0,640,15,77
2008,arroz,379,379,227,125,599,-27.1,199.5,LN,1,710,20,93
2009,arroz,460,391,586,242,1499,82.6,150.2,LN,0,675,15,78
2010,arroz,184,184,55,33,299,-65.5,-80.1,EN,1,632,8,98
2011,arroz,430,430,645,323,1500,82.5,200,LN,1,763,12,67
2012,arroz,228,,,,,,,LN,0,604,12,94
2013,arroz,455,455,182,109,400,-38.8,,N,0,625,19,99
2014,arroz,455,455,364,226,800,51.5,100,N,0,581,20,86
2015,arroz,273,273,137,96,502,15.9,-37.3,EN,0,713,16,99
2016,arroz,228,228,17,12,75,-83.9,-85.1,EN,1,646,30,123
2017,arroz,455,455,91,50,200,-63.1,168.2,N,0,560,11,103
2018,arroz,153,153,183,99,1196,67.7,200,LN,0,800,30,84
2019,arroz,50,50,40,23,800,-5.3,-33.1,EN,0,825,8,66
2020,arroz,50,50,60,59,1200,25.2,50,EN,0,770,20,85
2021,arroz,60,60,54,54,900,-12.4,-25,LN,0,726,11,75
2022,arroz,48,48,82,90,1708,60.3,89.8,LN,0,1007,6,48
2023,arroz,48,48,29,47,604,-43.9,-64.6,LN,0,1034,22,58
2024,arroz,78,78,85,141,1090,3.9,80.4,EN,1,1023,8,107
1997,feijao,115,115,13,8,113,44.4,,N,0,635,10,71
1998,feijao,135,135,11,16,81,-26.1,-27.9,EN,1,557,22,93
1999,feijao,115,115,11,5,96,-32.3,17.4,LN,1,607,19,63
2000,feijao,115,115,46,19,400,136.8,200,LN,1,850,24,53
2001,feijao,109,109,4,3,37,-81.2,-90.8,LN,0,594,13,65
2002,feijao,109,109,11,10,101,-53.3,175,N,0,831,18,81
2003,feijao,109,109,40,34,367,55.7,200,EN,0,734,21,91
2004,feijao,109,109,49,41,450,83.2,22.5,N,0,1016,20,86
2005,feijao,109,109,6,5,55,-77.8,-87.8,EN,0,596,19,87
2006,feijao,76,76,19,16,250,8.7,200,LN,0,725,27,89
2007,feijao,109,109,22,28,202,-1.7,-19.3,EN,0,640,15,77
2008,feijao,120,120,24,26,200,13,-0.9,LN,1,710,20,93
2009,feijao,120,120,12,13,100,-34.6,-50,LN,0,675,15,78
2010,feijao,132,132,26,38,197,33.8,97,EN,1,632,8,98
2011,feijao,145,145,73,106,503,241.5,155.6,LN,1,763,12,67
2012,feijao,145,145,4,10,28,-82.4,-94.5,LN,0,604,12,94
2013,feijao,184,184,37,105,201,6.7,200,N,0,625,19,99
2014,feijao,202,202,61,107,302,32.5,50.2,N,0,581,20,86
2015,feijao,202,202,51,87,252,-12.2,-16.4,EN,0,713,16,99
2016,feijao,202,202,20,48,99,-71.3,-60.8,EN,1,646,30,123
2017,feijao,202,202,101,253,500,33.2,200,N,0,560,11,103
2018,feijao,202,202,91,175,450,17.5,-9.9,LN,0,800,30,84
2019,feijao,158,158,59,98,373,-0.7,-17.1,EN,0,825,8,66
