ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1100,495,0,450,-41.3,,LN,1,,,
1975,arroz,,1200,1200,0,1000,28.9,122.2,LN,0,,,
1976,arroz,,2500,1750,0,700,-11.1,-30,LN,1,,,
1977,arroz,,3400,6800,0,2000,148.8,185.7,EN,0,,,
1978,arroz,,2080,3405,0,1637,97.8,-18.1,EN,0,,,
1979,arroz,,2500,1701,0,680,-20.5,-58.4,N,0,,,
1980,arroz,,1200,405,0,338,-61.8,-50.4,EN,0,,,
1981,arroz,,1925,735,0,382,-58.1,13.1,N,0,894,20,47
1982,arroz,,1600,693,0,433,-53.9,13.4,N,0,636,9,62
1983,arroz,,117,18,0,154,-84.1,-64.5,EN,1,505,14,88
1984,arroz,,3120,5392,0,1728,71.4,200,LN,0,703,24,72
1985,arroz,,2520,3078,0,1221,15.1,-29.3,LN,0,1237,13,60
1986,arroz,,3100,4576,0,1476,33.5,20.9,N,0,1103,13,35
1987,arroz,,408,400,0,980,-14.4,-33.6,EN,0,699,10,31
1988,arroz,1730,1730,2835,1e-04,1639,38,67.2,EN,0,668,11,53
1989,arroz,2100,2100,3400,7e-04,1619,32.7,-1.2,LN,1,831,12,26
1990,arroz,2200,2200,980,0.0089,445,-63.8,-72.5,N,0,726,12,24
1991,arroz,2290,2290,2988,0.0869,1305,9,192.9,N,0,578,12,44
1992,arroz,2400,1480,18,0.0113,12,-98.9,-99.1,EN,1,448,31,54
1993,arroz,2400,2400,1330,15.4764,554,-48.4,200,N,0,578,26,81
1994,arroz,2400,2400,3800,836,1583,53.6,185.7,N,0,1082,18,50
1995,arroz,2400,2400,3610,722,1504,52.8,-5,EN,0,726,27,55
1996,arroz,1006,1006,1312,300,1304,39.2,-13.3,LN,0,782,11,47
1997,arroz,875,875,481,110,550,-38.1,-57.8,N,0,700,14,55
1998,arroz,969,969,291,111,300,-64.1,-45.4,EN,1,665,15,71
